event_date,visits,sales,conversion,promo_type,weather,paydays,school_breaks,local_events,open_hours
2023-04-03,146,1680.95,0.323,,cloudy,False,False,,10.0
2023-04-04,67,743.41,0.341,,rainy,False,False,,10.0
2023-04-05,248,3083.77,0.359,,sunny,False,False,,10.0
2023-04-06,164,1947.52,0.383,,rainy,False,False,,10.0
2023-04-07,55,639.02,0.334,,rainy,False,False,,10.0
2023-04-08,240,3124.98,0.456,bundle,rainy,False,False,,12.0
2023-04-09,198,2274.76,0.437,bundle,sunny,False,False,,12.0
2023-04-10,203,2744.5,0.484,bundle,sunny,False,False,,10.0
2023-04-11,164,1954.32,0.455,bundle,cloudy,False,False,,10.0
2023-04-12,185,1821.76,0.316,,cloudy,False,False,,10.0
2023-04-13,123,1489.75,0.339,,sunny,False,False,,10.0
2023-04-14,286,2954.81,0.336,,cloudy,True,False,,10.0
2023-04-15,290,3238.92,0.328,,rainy,True,False,,12.0
2023-04-16,196,2492.63,0.357,,sunny,True,False,,12.0
2023-04-17,75,717.96,0.324,,rainy,False,False,,10.0
2023-04-18,213,2618.1,0.36,,sunny,False,False,,10.0
2023-04-19,125,1584.86,0.428,bogo,sunny,False,False,,10.0
2023-04-20,366,4609.66,0.449,bogo,sunny,False,False,,10.0
2023-04-21,335,3629.57,0.413,bogo,cloudy,False,False,,10.0
2023-04-22,32,415.37,0.459,bogo,cloudy,False,False,,12.0
2023-04-23,247,3080.62,0.458,bogo,rainy,False,False,,12.0
2023-04-24,139,1734.26,0.491,bogo,cloudy,False,False,,10.0
2023-04-25,121,1296.48,0.354,,rainy,False,False,,10.0
2023-04-26,174,1716.66,0.317,,sunny,False,False,,10.0
2023-04-27,170,2080.96,0.37,,sunny,False,False,,10.0
2023-04-28,180,1800.41,0.331,,rainy,False,False,,10.0
2023-04-29,270,3548.79,0.373,,sunny,False,False,,12.0
2023-04-30,103,1095.89,0.343,,sunny,False,False,,12.0
2023-05-01,188,1974.43,0.357,,cloudy,True,False,,10.0
2023-05-02,119,1244.86,0.356,,sunny,True,False,,10.0
2023-05-03,109,1229.05,0.351,,rainy,False,False,,10.0
2023-05-04,136,1798.49,0.372,,sunny,False,False,,10.0
2023-05-05,218,2435.03,0.344,,cloudy,False,False,,10.0
2023-05-06,247,2342.43,0.318,,cloudy,False,False,,12.0
2023-05-07,314,3452.05,0.315,,sunny,False,False,,12.0
2023-05-08,95,1167.73,0.473,bogo,cloudy,False,False,,10.0
2023-05-09,107,1346.0,0.416,bogo,cloudy,False,False,,10.0
2023-05-10,228,2665.91,0.419,bogo,cloudy,False,False,,10.0
2023-05-11,338,3854.43,0.447,bogo,cloudy,False,False,,10.0
2023-05-12,179,2323.26,0.469,bogo,rainy,False,False,,10.0
2023-05-13,416,5107.12,0.455,bogo,sunny,False,False,,12.0
2023-05-14,203,2363.35,0.375,,humid,True,False,,12.0
2023-05-15,46,480.65,0.335,,rainy,True,False,,10.0
2023-05-16,153,1628.53,0.325,,cloudy,True,False,,10.0
2023-05-17,119,1318.65,0.328,,sunny,False,False,,10.0
2023-05-18,164,1777.89,0.318,,cloudy,False,False,,10.0
2023-05-19,86,1072.28,0.384,,rainy,False,False,,10.0
2023-05-20,90,1182.11,0.376,,sunny,False,False,,12.0
2023-05-21,198,2162.45,0.361,,sunny,False,False,,12.0
2023-05-22,84,1020.69,0.363,,cloudy,False,False,,10.0
2023-05-23,105,1310.18,0.365,,humid,False,False,,10.0
2023-05-24,235,3483.21,0.488,flash,humid,False,False,,10.0
2023-05-25,223,2948.04,0.484,flash,rainy,False,False,,10.0
2023-05-26,356,4260.55,0.409,flash,cloudy,False,False,,10.0
2023-05-27,451,6013.62,0.456,flash,sunny,False,False,,12.0
2023-05-28,354,4229.74,0.457,bundle,sunny,False,False,,12.0
2023-05-29,99,1170.57,0.447,bundle,cloudy,False,False,,10.0
2023-05-30,75,1114.23,0.49,bundle,cloudy,False,False,,10.0
2023-05-31,170,2231.4,0.432,bundle,sunny,False,False,,10.0
2023-06-01,129,1367.26,0.34,,humid,True,True,,10.0
2023-06-02,296,3415.57,0.409,bundle,cloudy,True,True,Christmas,10.0
2023-06-03,117,1476.31,0.431,bundle,cloudy,False,True,,12.0
2023-06-04,165,2217.94,0.466,bundle,cloudy,False,True,,12.0
2023-06-05,111,1530.96,0.462,bundle,cloudy,False,True,,10.0
2023-06-06,117,1397.54,0.471,bundle,cloudy,False,True,,10.0
2023-06-07,202,2143.82,0.324,,sunny,False,True,,10.0
2023-06-08,104,1256.16,0.373,,storm,False,True,,10.0
2023-06-09,113,1296.04,0.323,,rainy,False,True,,10.0
2023-06-10,219,2892.06,0.383,,sunny,False,True,,12.0
2023-06-11,20,205.06,0.324,,sunny,False,True,Halloween,12.0
2023-06-12,82,959.23,0.362,,rainy,False,True,,10.0
2023-06-13,119,1425.45,0.358,,cloudy,False,True,,10.0
2023-06-14,170,1594.33,0.318,,cloudy,True,True,,10.0
2023-06-15,95,1065.61,0.353,,storm,True,True,,10.0
2023-06-16,129,1652.74,0.366,,sunny,True,True,,10.0
2023-06-17,211,2497.61,0.381,,cloudy,False,True,,12.0
2023-06-18,223,2709.2,0.384,,cloudy,False,True,,12.0
2023-06-19,164,1946.92,0.334,,humid,False,True,,10.0
2023-06-20,160,1812.59,0.383,,humid,False,True,,10.0
2023-06-21,251,2860.85,0.329,,sunny,False,True,,10.0
2023-06-22,180,2206.05,0.37,,cloudy,False,True,,10.0
2023-06-23,382,4644.14,0.353,,sunny,False,True,,10.0
2023-06-24,151,1577.88,0.356,,sunny,False,True,,12.0
2023-06-25,367,3516.3,0.323,,sunny,False,True,,12.0
2023-06-26,119,1447.49,0.358,,sunny,False,True,,10.0
2023-06-27,155,1643.45,0.36,,humid,False,True,,10.0
2023-06-28,122,1481.44,0.346,,storm,False,True,,10.0
2023-06-29,244,2895.47,0.359,,sunny,False,True,,10.0
2023-06-30,135,1602.42,0.345,,rainy,False,True,,10.0
2023-07-01,447,5518.66,0.354,,sunny,True,True,,12.0
2023-07-02,326,3732.39,0.366,,sunny,True,True,,12.0
2023-07-03,110,1291.05,0.363,,sunny,False,True,,10.0
2023-07-04,181,2237.27,0.41,bundle,sunny,False,True,,10.0
2023-07-05,217,2847.61,0.442,bundle,cloudy,False,True,,10.0
2023-07-06,213,2440.93,0.431,bundle,humid,False,True,,10.0
2023-07-07,215,2608.01,0.349,,sunny,False,True,,10.0
2023-07-08,256,2905.4,0.345,,sunny,False,True,,12.0
2023-07-09,209,2456.96,0.354,,rainy,False,True,,12.0
2023-07-10,177,1757.47,0.339,,cloudy,False,True,Easter,10.0
2023-07-11,111,1203.66,0.325,,humid,False,True,,10.0
2023-07-12,138,1597.17,0.341,,sunny,False,True,,10.0
2023-07-13,146,1409.94,0.319,,rainy,False,True,,10.0
2023-07-14,183,1964.48,0.346,,cloudy,True,True,,10.0
2023-07-15,130,1465.9,0.335,,rainy,True,True,,12.0
2023-07-16,399,4646.29,0.329,,cloudy,True,True,Summer Sale,12.0
2023-07-17,101,1059.69,0.323,,rainy,False,True,,10.0
2023-07-18,179,2044.51,0.362,,sunny,False,True,,10.0
2023-07-19,248,2560.69,0.347,,sunny,False,True,,10.0
2023-07-20,161,1962.09,0.343,,sunny,False,True,,10.0
2023-07-21,173,1984.58,0.363,,sunny,False,True,,10.0
2023-07-22,237,3038.52,0.376,,sunny,False,True,,12.0
2023-07-23,264,3099.07,0.359,,sunny,False,True,,12.0
2023-07-24,213,2071.09,0.325,,sunny,False,True,,10.0
2023-07-25,152,1663.53,0.368,,sunny,False,True,,10.0
2023-07-26,57,723.84,0.363,,storm,False,True,,10.0
2023-07-27,148,1774.49,0.383,,cloudy,False,True,,10.0
2023-07-28,267,2699.09,0.34,,sunny,False,True,,10.0
2023-07-29,167,2386.6,0.483,bogo,cloudy,False,True,,12.0
2023-07-30,153,2171.16,0.476,bogo,cloudy,False,True,,12.0
2023-07-31,222,2744.02,0.464,bogo,sunny,False,True,,10.0
2023-08-01,273,3550.46,0.486,bogo,cloudy,True,True,,10.0
2023-08-02,203,2241.8,0.421,bogo,rainy,True,True,,10.0
2023-08-03,222,2372.92,0.335,,sunny,False,True,,10.0
2023-08-04,307,3280.06,0.36,,sunny,False,True,,10.0
2023-08-05,248,3274.13,0.378,,sunny,False,True,,12.0
2023-08-06,105,1265.05,0.339,,sunny,False,True,,12.0
2023-08-07,171,2005.65,0.341,,cloudy,False,True,,10.0
2023-08-08,106,1311.2,0.367,,rainy,False,True,,10.0
2023-08-09,136,1366.89,0.328,,cloudy,False,True,,10.0
2023-08-10,202,1953.19,0.325,,humid,False,True,,10.0
2023-08-11,226,2259.46,0.318,,rainy,False,True,,10.0
2023-08-12,55,621.34,0.326,,rainy,False,True,,12.0
2023-08-13,104,1159.33,0.362,,rainy,False,True,,12.0
2023-08-14,196,2219.01,0.346,,sunny,True,True,,10.0
2023-08-15,227,3083.16,0.381,,sunny,True,True,,10.0
2023-08-16,145,1813.49,0.352,,cloudy,True,True,,10.0
2023-08-17,132,1630.64,0.376,,rainy,False,True,,10.0
2023-08-18,367,4205.98,0.335,,sunny,False,True,,10.0
2023-08-19,34,362.18,0.331,,sunny,False,True,,12.0
2023-08-20,484,6259.18,0.426,flash,sunny,False,True,,12.0
2023-08-21,380,4634.64,0.476,flash,sunny,False,True,New Year,10.0
2023-08-22,162,1943.11,0.468,flash,sunny,False,True,,10.0
2023-08-23,203,2560.96,0.428,flash,rainy,False,True,,10.0
2023-08-24,257,2959.49,0.452,flash,cloudy,False,True,,10.0
2023-08-25,475,6192.44,0.476,flash,sunny,False,True,,10.0
2023-08-26,310,3193.49,0.316,,sunny,False,True,,12.0
2023-08-27,192,2217.13,0.344,,sunny,False,True,,12.0
2023-08-28,131,1500.84,0.352,,sunny,False,True,,10.0
2023-08-29,50,593.26,0.384,,storm,False,True,,10.0
2023-08-30,199,2427.82,0.366,,sunny,False,True,,10.0
2023-08-31,180,2034.79,0.372,,rainy,False,True,,10.0
2023-09-01,191,2367.33,0.359,,rainy,True,False,,10.0
2023-09-02,281,2729.32,0.329,,sunny,True,False,,12.0
2023-09-03,215,2344.89,0.353,,humid,False,False,,12.0
2023-09-04,106,1076.96,0.338,,rainy,False,False,,10.0
2023-09-05,67,804.43,0.378,,sunny,False,False,,10.0
2023-09-06,111,1399.17,0.371,,storm,False,False,,10.0
2023-09-07,149,1648.28,0.353,,sunny,False,False,,10.0
2023-09-08,144,1648.4,0.363,,sunny,False,False,,10.0
2023-09-09,190,2270.18,0.385,,sunny,False,False,,12.0
2023-09-10,84,1049.17,0.371,,storm,False,False,,12.0
2023-09-11,54,588.93,0.37,,storm,False,False,,10.0
2023-09-12,114,1370.05,0.357,,sunny,False,False,,10.0
2023-09-13,183,2123.8,0.355,,humid,False,False,,10.0
2023-09-14,279,3101.89,0.35,,sunny,True,False,,10.0
2023-09-15,321,3967.99,0.346,,cloudy,True,False,,10.0
2023-09-16,453,5516.05,0.347,,sunny,True,False,,12.0
2023-09-17,468,5623.44,0.454,bogo,sunny,False,False,,12.0
2023-09-18,169,1911.04,0.421,bogo,sunny,False,False,,10.0
2023-09-19,121,1507.31,0.476,bogo,sunny,False,False,,10.0
2023-09-20,147,1853.77,0.493,bogo,cloudy,False,False,,10.0
2023-09-21,179,2275.3,0.441,bogo,humid,False,False,,10.0
2023-09-22,161,1613.17,0.337,,cloudy,False,False,,10.0
2023-09-23,210,2571.85,0.373,,cloudy,False,False,,12.0
2023-09-24,42,510.99,0.373,,cloudy,False,False,,12.0
2023-09-25,140,1640.84,0.331,,sunny,False,False,,10.0
2023-09-26,181,2013.88,0.334,,cloudy,False,False,,10.0
2023-09-27,327,4499.2,0.461,percent_off,cloudy,False,False,,10.0
2023-09-28,351,4353.29,0.412,percent_off,sunny,False,False,,10.0
2023-09-29,223,2649.68,0.424,percent_off,rainy,False,False,,10.0
2023-09-30,188,2129.11,0.432,percent_off,cloudy,False,False,Black Friday,12.0
2023-10-01,149,1637.62,0.363,,rainy,True,False,,12.0
2023-10-02,222,2668.78,0.337,,sunny,True,False,,10.0
2023-10-03,235,2469.62,0.351,,sunny,False,False,,10.0
2023-10-04,181,2404.47,0.381,,sunny,False,False,,10.0
2023-10-05,193,2535.79,0.372,,sunny,False,False,,10.0
2023-10-06,215,2632.9,0.377,,rainy,False,False,,10.0
2023-10-07,253,2775.37,0.332,,sunny,False,False,,12.0
2023-10-08,302,2964.6,0.335,,sunny,False,False,,12.0
2023-10-09,90,978.13,0.341,,sunny,False,False,,10.0
2023-10-10,264,3304.59,0.474,percent_off,sunny,False,False,,10.0
2023-10-11,124,1560.41,0.416,percent_off,storm,False,False,,10.0
2023-10-12,143,1756.06,0.473,percent_off,sunny,False,False,,10.0
2023-10-13,445,4662.9,0.409,percent_off,cloudy,False,False,,10.0
2023-10-14,179,2153.41,0.451,percent_off,sunny,True,False,,12.0
2023-10-15,273,3125.46,0.367,,cloudy,True,False,,12.0
2023-10-16,154,1812.84,0.372,,sunny,True,False,,10.0
2023-10-17,112,1411.3,0.371,,cloudy,False,False,,10.0
2023-10-18,207,2729.01,0.457,bundle,cloudy,False,False,,10.0
2023-10-19,100,1306.84,0.462,bundle,cloudy,False,False,,10.0
2023-10-20,172,2146.58,0.49,bundle,rainy,False,False,,10.0
2023-10-21,282,3388.48,0.419,bundle,sunny,False,False,,12.0
2023-10-22,468,5556.24,0.471,bundle,sunny,False,False,,12.0
2023-10-23,102,1202.81,0.361,,sunny,False,False,,10.0
2023-10-24,138,1728.09,0.369,,sunny,False,False,,10.0
2023-10-25,193,1953.08,0.328,,cloudy,False,False,,10.0
2023-10-26,153,1708.2,0.33,,cloudy,False,False,,10.0
2023-10-27,289,3326.73,0.371,,sunny,False,False,,10.0
2023-10-28,445,5861.26,0.382,,sunny,False,False,,12.0
2023-10-29,209,2276.12,0.339,,sunny,False,False,,12.0
2023-10-30,48,526.65,0.364,,sunny,False,False,,10.0
2023-10-31,124,1467.92,0.362,,cloudy,False,False,,10.0
2023-11-01,304,3435.44,0.405,bundle,cloudy,True,False,,10.0
2023-11-02,282,4097.73,0.489,bundle,humid,True,False,,10.0
2023-11-03,323,4468.35,0.463,bundle,cloudy,False,False,,10.0
2023-11-04,288,3764.89,0.453,bundle,sunny,False,False,,12.0
2023-11-05,328,4134.84,0.421,bundle,humid,False,False,,12.0
2023-11-06,113,1528.55,0.381,,storm,False,False,,10.0
2023-11-07,92,1001.39,0.338,,humid,False,False,Halloween,10.0
2023-11-08,93,980.12,0.324,,cloudy,False,False,,10.0
2023-11-09,174,1863.48,0.365,,sunny,False,False,,10.0
2023-11-10,96,1049.26,0.329,,sunny,False,False,,10.0
2023-11-11,192,2202.85,0.322,,cloudy,False,False,,12.0
2023-11-12,398,4498.78,0.331,,cloudy,False,False,Summer Sale,12.0
2023-11-13,104,1119.49,0.363,,storm,False,False,,10.0
2023-11-14,195,2393.41,0.35,,sunny,True,False,,10.0
2023-11-15,165,1811.93,0.358,,rainy,True,False,,10.0
2023-11-16,185,2110.34,0.357,,sunny,True,False,,10.0
2023-11-17,173,1961.77,0.332,,cloudy,False,False,,10.0
2023-11-18,207,2379.03,0.456,bundle,humid,False,False,,12.0
2023-11-19,203,2449.35,0.435,bundle,cloudy,False,False,,12.0
2023-11-20,161,1866.28,0.457,bundle,sunny,False,False,,10.0
2023-11-21,119,1336.48,0.446,bundle,cloudy,False,False,,10.0
2023-11-22,210,2669.85,0.47,bundle,cloudy,False,False,,10.0
2023-11-23,158,1799.95,0.319,,rainy,False,False,,10.0
2023-11-24,255,2749.44,0.421,bundle,humid,False,False,,10.0
2023-11-25,392,5198.01,0.485,bundle,cloudy,False,False,,12.0
2023-11-26,221,2748.81,0.412,bundle,humid,False,False,,12.0
2023-11-27,212,2187.13,0.343,,humid,False,False,,10.0
2023-11-28,136,1680.33,0.383,,storm,False,False,,10.0
2023-11-29,124,1231.93,0.326,,rainy,False,False,,10.0
2023-11-30,295,3473.59,0.344,,humid,False,False,Black Friday,10.0
2023-12-01,422,4963.36,0.468,percent_off,humid,True,False,,10.0
2023-12-02,287,3186.5,0.426,percent_off,rainy,True,False,,12.0
2023-12-03,171,2362.57,0.478,percent_off,humid,False,False,,12.0
2023-12-04,145,1525.15,0.337,,sunny,False,False,,10.0
2023-12-05,160,2131.66,0.381,,sunny,False,False,,10.0
2023-12-06,167,2079.06,0.35,,humid,False,False,,10.0
2023-12-07,140,1442.21,0.325,,humid,False,False,,10.0
2023-12-08,210,2388.4,0.336,,rainy,False,False,,10.0
2023-12-09,269,2686.9,0.324,,rainy,False,False,,12.0
2023-12-10,211,2355.66,0.374,,sunny,False,False,,12.0
2023-12-11,81,928.09,0.376,,rainy,False,False,,10.0
2023-12-12,72,877.01,0.349,,rainy,False,False,,10.0
2023-12-13,282,3513.65,0.385,,sunny,False,False,Valentine's,10.0
2023-12-14,207,2576.28,0.379,,sunny,True,False,,10.0
2023-12-15,142,1618.98,0.351,,rainy,True,False,,10.0
2023-12-16,377,4962.16,0.374,,sunny,True,False,,12.0
2023-12-17,245,2882.07,0.333,,sunny,False,False,,12.0
2023-12-18,156,1672.48,0.338,,cloudy,False,False,,10.0
2023-12-19,103,1365.12,0.373,,rainy,False,False,,10.0
2023-12-20,127,1430.01,0.371,,cloudy,False,False,,10.0
2023-12-21,83,780.27,0.319,,rainy,False,True,,10.0
2023-12-22,144,1696.66,0.369,,rainy,False,True,,10.0
2023-12-23,292,3312.36,0.341,,rainy,False,True,,12.0
2023-12-24,243,2484.25,0.349,,cloudy,False,True,,12.0
2023-12-25,252,3192.32,0.49,bogo,cloudy,False,True,Christmas,10.0
2023-12-26,152,1835.93,0.427,bogo,humid,False,True,,10.0
2023-12-27,272,3659.12,0.491,bogo,sunny,False,True,,10.0
2023-12-28,247,3141.1,0.432,bogo,sunny,False,True,,10.0
2023-12-29,317,3767.02,0.441,bogo,sunny,False,True,,10.0
2023-12-30,245,2732.49,0.321,,cloudy,False,True,,12.0
2023-12-31,432,5033.57,0.379,,cloudy,False,True,,12.0
